otu name	16rRNA	Percent Homology	evalue	bitscore	homology extract gibbsfree_otu/gibbsfree_homolog	total length gibbsfree_otu/otu_lenth/gibbsfree_homolog/homolog_length	BAF15	MWPF15	RKF15	BSGF15	WRF15	GNF15	MMF15	
OTU_2726	uncultured gemmatimonas sp. ;k__bacteria;p__gemmatimonadetes;c__gemmatimonadetes;o__gemmatimonadales;f__gemmatimonadaceae;g__gemmatimonas;s__gemmatimonas spp.;superkingdom__bacteria	91.9117647058823	3.02112607872951e-105	385.403858821843			0	0	0	0	3	0	0	
OTU_2727	uncultured candidatus solibacter sp. ;k__bacteria;p__acidobacteria;c__solibacteres;o__solibacterales;f__solibacteraceae;g__candidatus solibacter;s__uncultured candidatus solibacter sp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	92.9889298892989	1.13056002890659e-110	403.437546832955			0	3	0	0	0	0	0	
OTU_2728	uncultured flavisolibacter sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__flavisolibacter;s__flavisolibacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	95.5719557195572	1.91279216429875e-120	435.898185252957			3	0	0	0	0	0	0	
OTU_2729	uncultured pelobacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfuromonadales;f__pelobacteraceae;g__pelobacter;s__pelobacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	86.3468634686347	3.03639476445986e-086	322.285950782951			0	0	3	0	0	0	0	
OTU_2730	uncultured steroidobacter sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__sinobacteraceae;g__steroidobacter;s__steroidobacter spp.;superkingdom__bacteria	88.929889298893	5.1372699942291e-096	354.746589202953			3	0	0	0	0	0	0	
OTU_2731	uncultured caedibacter sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rickettsiales;f__rickettsiales;g__caedibacter;s__caedibacter spp.;superkingdom__bacteria	91.8819188191882	7.13461172990157e-107	390.813965225177			0	0	0	3	0	0	0	
OTU_2732	uncultured steroidobacter sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__sinobacteraceae;g__steroidobacter;s__steroidobacter spp.;superkingdom__bacteria	88.9705882352941	1.80052359463688e-095	352.943220401841			0	0	0	0	0	3	0	
OTU_2733	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	94.0074906367041	9.31870890328703e-112	407.044284435178			0	0	3	0	0	0	0	
OTU_2734	uncultured geobacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfuromonadales;f__geobacteraceae;g__geobacter;s__geobacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	97.7859778597786	1.37608812893292e-128	462.948717269625			2	8	2	2	1	4	3	
OTU_2735	clostridium sp. enrichment culture clone n6 ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__clostridiaceae;g__clostridium;s__clostridium sp.;superkingdom__bacteria	97.6	3.82859718187165e-116	421.471234844067			0	0	0	3	0	0	0	
OTU_2736	nc_008536.1 solibacter usitatus str. ellin6076  ;k__bacteria;p__acidobacteria;c__solibacteres;o__solibacterales;f__solibacteraceae;g__candidatus solibacter;s__candidatus solibacter usitatus;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	94.4852941176471	3.88054775795445e-110	401.634178031844			0	0	0	1	1	0	0	
OTU_2737	uncultured kofleria sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__kofleriaceae;g__kofleria;s__kofleria spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__nannocystineae	97.2972972972973	3.24315566829314e-117	425.07797244629			0	1	5	0	0	0	0	
OTU_2738	uncultured ramlibacter sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__comamonadaceae;g__ramlibacter;s__ramlibacter spp.;superkingdom__bacteria	97.4248927038627	8.74336858486279e-105	383.600490020732			0	0	0	4	3	0	0	
OTU_2739	uncultured verrucomicrobium sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobiaceae;g__verrucomicrobium;s__verrucomicrobium spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	93.4883720930233	3.45927691975362e-084	315.072475578506			0	0	3	0	0	0	0	
OTU_2740	uncultured melioribacter sp. ;k__bacteria;p__ignavibacteriae;c__ignavibacteria;o__ignavibacteriales;f__melioribacteraceae;g__melioribacter;s__melioribacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	89.6678966789668	9.91726410927806e-099	363.763433208509			0	0	3	0	0	0	0	
OTU_2741	af154082.1 hydrocarbon seep clone bpc094  ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillaceae;g__bacillus;s__bacillus selenatarsenatis;superkingdom__bacteria	99.6309963099631	4.20948551855597e-135	484.589142882959			0	0	0	1	0	2	0	
OTU_2742	uncultured clostridium sp. ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__clostridiaceae;g__clostridium;s__clostridium spp.;superkingdom__bacteria	91.2087912087912	4.53979551208818e-103	378.190383617398			0	0	0	0	3	0	0	
OTU_2743	actinoplanes humidus ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micromonosporaceae;g__actinoplanes;s__actinoplanes humidus;superkingdom__bacteria;subclass  actinobacteridae;suborder__micromonosporineae	97.4169741697417	5.85127561696698e-127	457.538610866291			2	0	0	0	7	0	0	
OTU_2744	bacteroides sp. tilapia9 ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__bacteroidaceae;g__bacteroides;s__bacteroides sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	83.5249042145594	1.13255888995494e-072	277.201730755171			0	0	1	1	0	0	1	
OTU_2745	uncultured geobacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfuromonadales;f__geobacteraceae;g__geobacter;s__geobacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	87.1323529411765	2.49242460062301e-087	325.892688385173			0	0	0	0	3	0	0	
OTU_2746	uncultured catellatospora sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micromonosporaceae;g__catellatospora;s__catellatospora spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__micromonosporineae	99.2619926199262	6.22150749217035e-133	477.375667678515			0	1	0	0	0	0	2	
OTU_2747	uncultured carboxydothermus sp. ;k__bacteria;p__firmicutes;c__clostridia;o__thermoanaerobacterales;f__thermoanaerobacteraceae;g__carboxydothermus;s__carboxydothermus spp.;superkingdom__bacteria	84.8148148148148	3.45014830747407e-079	298.842156368505			0	1	0	0	0	1	1	
OTU_2748	uncultured geobacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfuromonadales;f__geobacteraceae;g__geobacter;s__geobacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	96.6666666666667	1.05793544941489e-123	446.718398059624			1	0	1	0	0	0	1	
OTU_2749	ef635404.1 deinococcus radiomollis str. po_04_20_132  ;k__bacteria;p__deinococcus_thermus;c__deinococci;o__deinococcales;f__deinococcaceae;g__deinococcus;s__deinococcus radiomollis;superkingdom__bacteria	97.7859778597786	1.66946243851828e-127	459.341979667403			0	0	0	3	0	0	0	
OTU_2750	uncultured pedosphaera sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobia subdivision 3;g__pedosphaera;s__pedosphaera spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	94.0959409594096	5.13273459046318e-115	417.864497241845			0	0	2	0	0	0	1	
OTU_2751	uncultured isosphaera sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__isosphaera;s__isosphaera spp.;superkingdom__bacteria	97.0588235294118	2.48802570314021e-125	452.128504462958			0	0	0	1	0	1	1	
OTU_2752	sphingobium sp. bs2307 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__sphingobium;s__sphingobium sp.;superkingdom__bacteria	96.6666666666667	5.10312716790518e-108	394.420702827399			0	0	0	0	0	3	0	
OTU_2753	uncultured clostridium sp. ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__clostridiaceae;g__clostridium;s__clostridium spp.;superkingdom__bacteria	95.2029520295203	9.86739457625097e-118	426.881341247401			0	0	0	0	3	0	0	
OTU_2754	flavobacterium terrae ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium terrae;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	97.7859778597786	1.66946243851828e-127	459.341979667403			1	0	0	0	0	0	4	
OTU_2755	uncultured sphaerobacter sp. ;k__bacteria;p__chloroflexi;c__thermomicrobia;o__sphaerobacterales;f__sphaerobacteraceae;g__sphaerobacter;s__sphaerobacter spp.;superkingdom__bacteria;subclass  sphaerobacteridae;suborder__sphaerobacterineae	94.980694980695	2.52643284919764e-112	408.847653236289			0	0	0	0	3	0	0	
OTU_2756	uncultured pirellula sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__pirellula;s__pirellula spp.;superkingdom__bacteria	92.9889298892989	1.13056002890659e-110	403.437546832955			3	0	0	0	0	0	0	
OTU_2757	uncultured gemmatimonas sp. ;k__bacteria;p__gemmatimonadetes;c__gemmatimonadetes;o__gemmatimonadales;f__gemmatimonadaceae;g__gemmatimonas;s__gemmatimonas spp.;superkingdom__bacteria	91.9413919413919	7.16421592795095e-107	390.813965225177			0	0	0	0	3	0	0	
OTU_2758	uncultured anaeromyxobacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__anaeromyxobacteraceae;g__anaeromyxobacter;s__anaeromyxobacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__cystobacterineae	97.8448275862069	1.70483069441787e-107	392.617334026288			0	0	0	0	0	2	2	
OTU_2759	lacibacterium sp. ur7_11 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__rhodospirillaceae;g__lacibacterium;s__lacibacterium sp.;superkingdom__bacteria	93.7269372693727	2.64778988562198e-112	408.847653236289			0	0	1	0	0	1	1	
OTU_2760	uncultured fusobacterium sp. ;k__bacteria;p__fusobacteria;c__fusobacteriia;o__fusobacteriales;f__fusobacteriaceae;g__fusobacterium;s__fusobacterium spp.;superkingdom__bacteria	93.7269372693727	2.18249428405644e-113	412.454390838511			0	3	0	0	0	0	0	
OTU_2761	ay941253.1 streptomyces padanus str. mitkk_103  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__streptomycetaceae;g__streptomyces;s__streptomyces padanus;superkingdom__bacteria;subclass  actinobacteridae;suborder__streptomycineae	97.7358490566038	2.47770194503589e-125	452.128504462958			7	0	1	2	0	16	0	
OTU_2762	uncultured singulisphaera sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__singulisphaera;s__singulisphaera spp.;superkingdom__bacteria	95.9558823529412	5.48024130468178e-121	437.701554054068			0	0	0	1	3	0	0	
OTU_2763	planotetraspora sp. sol06_13r_2 ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__streptosporangiaceae;g__planotetraspora;s__planotetraspora sp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__streptosporangineae	99.6309963099631	4.20948551855597e-135	484.589142882959			0	1	0	0	0	2	0	
OTU_2764	uncultured prosthecobacter sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobiaceae;g__prosthecobacter;s__prosthecobacter spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	98.4615384615385	2.48802570314021e-125	452.128504462958			0	0	6	0	0	2	0	
OTU_2765	uncultured pelobacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfuromonadales;f__pelobacteraceae;g__pelobacter;s__pelobacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	95.2	4.38837338295795e-109	398.027440429622			0	0	2	0	0	1	0	
OTU_2766	___gu250906.1__gi:291170402_  ;k__fungi;p__ascomycota;c__eurotiomycetes;o__chaetothyriales;f__herpotrichiellaceae;g__coniosporium;s__coniosporium apollinis;subclass  chaetothyriomycetidae;subphylum__pezizomycotina;subkingdom__dikarya;superkingdom__eukaryota	99.1596638655462	5.34484592487285e-114	414.257759639622			0	0	0	0	3	0	0	
OTU_2767	uncultured pelobacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfuromonadales;f__pelobacteraceae;g__pelobacter;s__pelobacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	90.0369003690037	9.87611363579558e-099	363.763433208509			0	0	0	0	0	0	3	
OTU_2768	dongia sp. gr1_03 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__rhodospirillaceae;g__dongia;s__dongia sp.;superkingdom__bacteria	94.8339483394834	1.20209474833056e-116	423.274603645179			0	0	3	0	0	0	0	
OTU_2769	uncultured elusimicrobium sp. ;k__bacteria;p__elusimicrobia;c__elusimicrobia;o__elusimicrobiales;f__elusimicrobiaceae;g__elusimicrobium;s__elusimicrobium spp.;superkingdom__bacteria	100	1.38769537274353e-121	439.504922855179			0	0	3	0	0	0	0	
OTU_2770	uncultured bacteroides sp. ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__bacteroidaceae;g__bacteroides;s__bacteroides spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	95.2029520295203	9.86739457625097e-118	426.881341247401			0	0	0	1	3	0	0	
OTU_2771	uncultured bellilinea sp. ;k__bacteria;p__chloroflexi;c__anaerolineae;o__anaerolineales;f__anaerolineaceae;g__bellilinea;s__bellilinea spp.;superkingdom__bacteria	84.0740740740741	1.46704039094483e-077	293.432049965172			0	1	2	0	0	0	0	
OTU_2772	uncultured luteolibacter sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobiaceae;g__luteolibacter;s__luteolibacter spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	96.2162162162162	1.95883748190952e-080	302.448893970728			0	0	1	1	1	0	0	
OTU_2773	uncultured zavarzinella sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__zavarzinella;s__zavarzinella spp.;superkingdom__bacteria	89.2430278884462	5.35085719128537e-089	331.302794788507			0	1	3	1	0	0	1	
OTU_2774	uncultured rhodopseudomonas sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__bradyrhizobiaceae;g__rhodopseudomonas;s__rhodopseudomonas spp.;superkingdom__bacteria	98.1617647058823	3.94255849841646e-129	464.752086070736			0	3	2	0	0	1	19	
OTU_2775	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	86.0377358490566	8.11397110607152e-081	304.252262771839			0	3	0	0	0	0	0	
OTU_2776	uncultured pedosphaera sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobia subdivision 3;g__pedosphaera;s__pedosphaera spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	94.3231441048035	6.26401729723113e-094	347.533113998508			0	0	0	0	0	0	3	
OTU_2777	uncultured geobacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfuromonadales;f__geobacteraceae;g__geobacter;s__geobacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	90.4059040590406	1.91448235198179e-101	372.780277214065			0	0	2	0	0	0	1	
OTU_2778	uncultured anaeromyxobacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__anaeromyxobacteraceae;g__anaeromyxobacter;s__anaeromyxobacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__cystobacterineae	88.5608856088561	2.18442278681077e-094	349.336482799619			2	1	0	0	0	0	0	
OTU_2779	uncultured phycisphaera sp. ;k__bacteria;p__planctomycetes;c__phycisphaerae;o__phycisphaerales;f__phycisphaeraceae;g__phycisphaera;s__phycisphaera spp.;superkingdom__bacteria	92.6530612244898	4.5617252230914e-096	354.746589202953			0	0	0	0	0	4	0	
OTU_2780	pseudolabrys sp. a1_981 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__xanthobacteraceae;g__pseudolabrys;s__pseudolabrys sp.;superkingdom__bacteria	93.5606060606061	1.62916417403152e-108	396.22407162851			0	0	0	3	0	0	0	
OTU_2781	uncultured sphingobacterium sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__sphingobacteriaceae;g__sphingobacterium;s__sphingobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	93.7238493723849	8.60044895783865e-099	363.763433208509			0	0	0	2	1	0	0	
OTU_2782	uncultured dongia sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__rhodospirillaceae;g__dongia;s__dongia spp.;superkingdom__bacteria	92.8853754940711	1.76354805867202e-101	372.780277214065			0	0	1	0	0	0	2	
OTU_2783	uncultured pelobacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfuromonadales;f__pelobacteraceae;g__pelobacter;s__pelobacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	90.4580152671756	1.42910159373584e-096	356.549958004064			0	0	0	0	0	1	2	
OTU_2784	uncultured opitutus sp. ;k__bacteria;p__verrucomicrobia;c__opitutae;o__opitutales;f__opitutaceae;g__opitutus;s__opitutus spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	97.5409836065574	5.57835861091099e-114	414.257759639622			2	5	2	3	0	8	3	
OTU_2785	uncultured geobacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfuromonadales;f__geobacteraceae;g__geobacter;s__geobacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	90.9090909090909	1.65916017191746e-095	352.943220401841			0	0	0	0	0	3	0	
OTU_2786	uncultured anaeromyxobacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__anaeromyxobacteraceae;g__anaeromyxobacter;s__anaeromyxobacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__cystobacterineae	94.6502057613169	2.07102004724105e-100	369.173539611842			0	0	3	0	0	0	0	
OTU_2787	uncultured ferrithrix sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__acidimicrobiales;f__acidimicrobiaceae;g__ferrithrix;s__ferrithrix spp.;superkingdom__bacteria;subclass  acidimicrobidae;suborder__acidimicrobineae	95.4716981132076	6.01943812898302e-114	414.257759639622			2	0	0	0	0	1	0	
OTU_2788	uncultured pedosphaera sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobia subdivision 3;g__pedosphaera;s__pedosphaera spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	94.5525291828794	3.7168115656357e-110	401.634178031844			0	0	0	0	0	0	4	
OTU_2789	uncultured myxococcus sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__myxococcaceae;g__myxococcus;s__myxococcus spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__cystobacterineae	96.9230769230769	6.37157324374324e-120	434.094816451846			0	0	0	5	6	0	2	
OTU_2790	uncultured gemmatimonas sp. ;k__bacteria;p__gemmatimonadetes;c__gemmatimonadetes;o__gemmatimonadales;f__gemmatimonadaceae;g__gemmatimonas;s__gemmatimonas spp.;superkingdom__bacteria	89.7058823529412	2.85313354708336e-099	365.56680200962			0	0	0	0	0	3	0	
OTU_2791	eu429484.1 producing pigmented colonies aerosol and soil remote glaciated areas (antarctica alps andes) snow s surface depth 10 cm clone vallot_b5  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__hyphomicrobiaceae;g__rhodoplanes;s__rhodoplanes spp.;superkingdom__bacteria	98.2832618025751	1.40637249211268e-108	396.22407162851			0	0	4	1	1	1	0	
OTU_2792	tetrasphaera sp. mola 314 ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__intrasporangiaceae;g__tetrasphaera;s__tetrasphaera sp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	97.4169741697417	2.26257405957602e-119	432.291447650734			2	2	4	17	5	1	0	
OTU_2793	uncultured azospirillum sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__rhodospirillaceae;g__azospirillum;s__azospirillum spp.;superkingdom__bacteria	93.9516129032258	1.43456688257837e-102	376.387014816287			0	0	0	1	0	2	0	
OTU_2794	uncultured conexibacter sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__solirubrobacterales;f__conexibacteraceae;g__conexibacter;s__conexibacter spp.;superkingdom__bacteria;subclass  rubrobacteridae	91.8819188191882	7.13461172990157e-107	390.813965225177			0	1	0	0	0	4	0	
OTU_2795	uncultured streptococcus sp. ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus spp.;superkingdom__bacteria	92.1052631578947	5.95983335971778e-006	55.3873682184928			0	2	0	0	0	1	0	
OTU_2796	fj232634.1 enrichment anammox wastewater treatment plants korea and their activity sludge wastewater treatment plant clone kist_jjy109  ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__planctomyces;s__planctomyces spp.;superkingdom__bacteria	99.618320610687	3.23624908917156e-130	468.358823672959			2	0	0	0	0	0	1	
OTU_2797	iamia majanohamensis ;k__bacteria;p__actinobacteria;c__actinobacteria;o__acidimicrobiales;f__iamiaceae;g__iamia;s__iamia majanohamensis;superkingdom__bacteria;subclass  acidimicrobidae;suborder__acidimicrobineae	94.8	2.75677754684067e-105	385.403858821843			0	0	0	2	2	0	0	
OTU_2798	uncultured chlamydia sp. ;k__bacteria;p__chlamydiae;c__chlamydiia;o__chlamydiales;f__chlamydiaceae;g__chlamydia;s__chlamydia spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	94.1176470588235	1.7915004030344e-114	416.061128440734			0	0	3	0	0	0	0	
OTU_2799	uncultured kouleothrix sp. ;k__bacteria;p__chloroflexi;c__chloroflexi;o__chloroflexi;f__chloroflexi;g__kouleothrix;s__kouleothrix spp.;superkingdom__bacteria	90.7949790794979	1.45639393998625e-089	333.106163589618			0	3	0	0	0	0	0	
OTU_2800	gq076972.1 topographical and temporal human skin microbiome skin umbilicus clone nbw1155h08c1  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__oxalobacteraceae;g__massilia;s__massilia timonae;superkingdom__bacteria	97.489539748954	6.06886060012374e-107	390.813965225177			0	1	3	17	51	3	1	
OTU_2801	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	96.9924812030075	3.66191391423303e-123	444.915029258513			7	0	1	0	0	0	4	
OTU_2802	uncultured cytophaga sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__cytophaga;s__cytophaga spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	94.4649446494465	4.21320511795008e-116	421.471234844067			0	0	0	0	0	0	3	
OTU_2803	uncultured rhodopirellula sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__rhodopirellula;s__rhodopirellula spp.;superkingdom__bacteria	88	1.429307978819e-083	313.269106777395			0	0	0	3	0	0	0	
OTU_2804	uncultured verrucomicrobium sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobiaceae;g__verrucomicrobium;s__verrucomicrobium spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	96.6789667896679	3.03103581025806e-124	448.521766860735			0	0	0	0	0	0	2	
OTU_2805	am749746.1 isolation ing candidate division soils new zealand steam_affected geothermal soil clone wkt_03b  ;k__bacteria;p__armatimonadetes;c__chthonomonadetes;o__chthonomonadales;f__chthonomonadaceae;g__chthonomonas;s__chthonomonas calidirosea;superkingdom__bacteria	83.1967213114754	5.91628650347777e-063	244.741092335169			0	0	0	1	2	0	0	
OTU_2806	uncultured verrucomicrobium sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobiaceae;g__verrucomicrobium;s__verrucomicrobium spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	94.8148148148148	3.45840936309136e-117	425.07797244629			3	0	0	0	0	0	0	
OTU_2807	uncultured gemmata sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__gemmata;s__gemmata spp.;superkingdom__bacteria	91.1196911196911	9.42345842748828e-099	363.763433208509			0	0	0	3	0	0	0	
OTU_2808	uncultured prosthecobacter sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobiaceae;g__prosthecobacter;s__prosthecobacter spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	96.3414634146341	1.01328201760922e-110	403.437546832955			6	0	2	0	0	0	0	
OTU_2809	uncultured moorella sp. ;k__bacteria;p__firmicutes;c__clostridia;o__thermoanaerobacterales;f__thermoanaerobacteraceae;g__moorella;s__moorella spp.;superkingdom__bacteria	95.6	7.79010402127878e-106	387.207227622954			0	0	0	0	1	0	3	
OTU_2810	dq099745.1 rhizobium leguminosarum  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__rhizobiaceae;g__rhizobium;s__rhizobium leguminosarum;superkingdom__bacteria	97.4025974025974	1.29111019432054e-102	376.387014816287			0	0	3	0	0	0	0	
OTU_2811	uncultured hyphomicrobium sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__hyphomicrobiaceae;g__hyphomicrobium;s__hyphomicrobium spp.;superkingdom__bacteria	96.652719665272	1.76420290765631e-107	392.617334026288			3	0	0	0	0	0	0	
OTU_2812	uncultured kaistobacter sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__kaistobacter;s__kaistobacter spp.;superkingdom__bacteria	94.2652329749104	1.16339787206985e-110	403.437546832955			0	0	0	0	2	1	0	
OTU_2813	uncultured haliangium sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__kofleriaceae;g__haliangium;s__haliangium spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__nannocystineae	95.1851851851852	2.82705587860813e-118	428.684710048512			0	0	3	0	0	0	0	
