Gene(KO)	Gene Description	S18.K0010A2	S18.K0011C1	S18.K0011C2	S18.K0033C1	S18.K0033C2	S18.K0145B1	S18.K0147C2	S18.K0148A1	S18.K0154C1	S18.K0154C2	S18.K0191C1	S18.K0192B2	S18.K0192C1	S18.K0195C1
K15790	nifQ; nitrogen fixation protein NifQ	44.70396825	121.9948413	30.68015873	46.27896825	30.59404762	69.91706349	19.03888889	31.58452381	80.62103175	109.9305556	69.14007937	78.8952381	101.927381	117.8099206
K15792	murEF; murE/murF fusion protein EC:6.3.2.13 6.3.2.10	0.5	1	2.5	2.5	0	1	0	0.5	1	0.333333333	3.611111111	1.5	1.5	1.333333333
K15827	hycB; formate hydrogenlyase subunit 2	0	1.773809524	0	0	0.5	0.375	0	0.392857143	0.392857143	1.285714286	0	0.535714286	0.25	0.821428571
K15828	hycC; formate hydrogenlyase subunit 3	0	1.773809524	0	0	0.5	0.375	0	0.392857143	0.392857143	1.285714286	0	0.535714286	0.25	0.821428571
K15829	hycD; formate hydrogenlyase subunit 4	0	1.773809524	0	0	0.5	0.375	0	0.392857143	0.392857143	1.285714286	0	0.535714286	0.25	0.821428571
K15830	hycE; formate hydrogenlyase subunit 5	0.222222222	1.773809524	0.111111111	0.388888889	1.05	0.486111111	0	0.448412698	0.837301587	1.841269841	1	1.313492063	1.138888889	1.099206349
K15831	hycF; formate hydrogenlyase subunit 6	0.142857143	1.773809524	0	0.142857143	0.5	0.375	0.047619048	0.392857143	0.392857143	1.285714286	0	0.535714286	0.25	0.821428571
K15832	hycG; formate hydrogenlyase subunit 7	0	1.773809524	0	0	0.5	0.375	0	0.392857143	0.392857143	1.285714286	0	0.535714286	0.25	0.821428571
K15833	hycA; formate hydrogenlyase regulatory protein HycA	0	1.773809524	0.166666667	0.166666667	0.5	1.125	0	0.392857143	0.392857143	1.285714286	0	0.535714286	0.583333333	0.821428571
K15834	hycH; formate hydrogenlyase maturation protein HycH	0	1.773809524	0	0	1.05	0.375	0	0.392857143	0.392857143	1.285714286	0	0.535714286	0.25	0.821428571
K15835	"murR; RpiR family transcriptional regulator, murPQ operon repressor"	0	0	0	0	0.55	0	0	0	0	0	0	0	0	0
K15836	fhlA; formate hydrogenlyase transcriptional activator	28.33333333	57.60714286	32.66666667	42.83333333	16	38.375	19.66666667	13.39285714	47.55952381	66.28571429	93	38.53571429	251.5833333	70.32142857
K15852	"luxR, vanR; LuxR family transcriptional regulator, transcriptional activator of the bioluminescence operon"	1.5	0	1.5	2.25	11.21666667	7.5	0	1.5	2.75	10.75	4.916666667	10.25	5.25	10.625
K15855	"csxA; exo-1,4-beta-D-glucosaminidase EC:3.2.1.165"	19.16666667	21.08333333	14.66666667	15.5	4.25	15.58333333	7.083333333	4.5	26.36111111	18.30555556	52.25	14.75	125.0833333	24.69444444
K15856	rmd; GDP-4-dehydro-6-deoxy-D-mannose reductase EC:1.1.1.281	221.0833333	66.18333333	175.2138889	177.8611111	230.9412698	216.7083333	91.74404762	33.06626984	132.9115079	92.06865079	440.5547619	465.7553571	379.665873	143.3833333
K15861	"fixK; CRP/FNR family transcriptional regulator, nitrogen fixation regulation protein"	70.48636364	110.1727273	79.54090909	94.52348485	84.45833333	190.8098485	35.40606061	19.24545455	93.42348485	110.7083333	127.4772727	143.3636364	277.6719697	185.3575758
K15862	ccoNO; cytochrome c oxidase cbb3-type subunit I/II EC:1.9.3.1	233.0833333	112.4166667	176.6388889	242.1722222	238.0555556	238.6527778	115	41.66666667	143.4444444	211.3472222	491.1944444	523.6791667	386.3333333	137.1277778
K15864	nirS; nitrite reductase (NO-forming) / hydroxylamine reductase EC:1.7.2.1 1.7.99.1	17.36666667	8.266666667	10.925	6.191666667	48.29166667	95.09722222	1.608333333	10.56666667	21.74166667	19.86666667	46.63888889	91.87222222	41.49166667	45.76111111
K15866	"paaG; 2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase EC:5.3.3.18"	411.2661616	929.9099567	358.4660173	549.767785	343.7952381	697.9132035	340.4604016	759.966847	926.9040043	983.040873	846.4997475	860.9141053	1035.80018	881.0370851
K15868	baiB; bile acid-coenzyme A ligase EC:6.2.1.7	29.53333333	63.35	34.46666667	41.56111111	63.80833333	138.6166667	16.30833333	14.875	45.82916667	48.64722222	66.65	115.4875	113.4916667	64.33690476
K15876	nrfH; cytochrome c nitrite reductase small subunit	200	11.25	145.8055556	148.3166667	226.0555556	207.5	67.16666667	7.416666667	95.90277778	38.75	388.5277778	462.7013889	333.1666667	51.58333333
K15878	"K15878, narB; rieske iron-sulfur protein"	0	0.45	0	0.25	0	0	0	0	0	0.711111111	0	0	0	0
K15879	narC; cytochrome b-561	0	0.45	0	0.25	0	0	0	0	0	0.711111111	0	0	0	0
K15885	mtmQ; C7-C12 aromatase (ARO/CYC) EC:4.2.1.-	0	0.333333333	0.333333333	0	0	0.166666667	0.166666667	0	0.166666667	0.166666667	1	0.333333333	0.166666667	0.5
K15886	tcmN; multifunctional cyclase / dehydratase / O-methyltransferase EC:2.3.1.235	0.166666667	0	0	0	0	0	0	0	0	0	0	0	0	0
K15888	"uppS, cpdS; tritrans,polycis-undecaprenyl-diphosphate synthase geranylgeranyl-diphosphate specific EC:2.5.1.89"	78	3.5	95.5	7	62.5	8.5	12.5	0	31	25.5	85	114.5	42.5	8
K15894	"pseB; UDP-N-acetylglucosamine 4,6-dehydratase EC:4.2.1.115"	17.39861111	24.28452381	19.00833333	17.05416667	27.91666667	59.26944444	5.370833333	7.576388889	22.24305556	24.66666667	37.02361111	49.64305556	64.01111111	49.92619048
K15898	"pseI, neuB3; pseudaminic acid synthase EC:2.5.1.97"	0.625	0	0	0	3.5	0.375	0	0	0.125	0.083333333	0.125	0.5	0	0.5
K15907	"ptlI, CYP183A; pentalenene oxygenase EC:1.14.13.133"	0.083333333	0	0	0	0.083333333	0.25	0	0	0	0.277777778	0.083333333	0	0.222222222	0.194444444
K15911	K15911; tuberculosinol/isotuberculosinol synthase EC:3.1.7.8 3.1.7.9	4.333333333	4.125	1.333333333	2	0.5	0.5	0.666666667	1	7.777777778	6.777777778	10.79166667	4	2.333333333	5.111111111
K15913	pglD; UDP-N-acetylbacillosamine N-acetyltransferase EC:2.3.1.203	0	0	0	0	0	0	0	0	0	0.125	0	0.25	0	0
K15914	"pglA; N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase EC:2.4.1.290"	0	0.25	0	0.5	0	1	0	0	0.5	1.75	0	1.5	0	0.75
K15915	"pglC; undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase EC:2.7.8.36"	0.5	0	0	0	0.5	0	0	0	0.5	0	0.5	0	0	0
K15916	pgi-pmi; glucose/mannose-6-phosphate isomerase EC:5.3.1.9 5.3.1.8	31	29	30.5	38.7	27	42.75	45.16666667	3.666666667	34.25	41	70.33333333	55.91666667	137.4583333	51.08333333
K15918	GLYK; D-glycerate 3-kinase EC:2.7.1.31	12.70833333	37.125	11.33333333	22.45833333	20.5	35.15833333	6.333333333	3.5	14.41666667	23.91666667	34.73611111	53.28333333	48.29166667	26.66666667
K15921	xynD; arabinoxylan arabinofuranohydrolase EC:3.2.1.55	0.125	0.6	0	0.5	0	0.583333333	0.214285714	1.419444444	0.708333333	0.625	0.236111111	0.766666667	0	1.794444444
K15922	yihQ; sulfoquinovosidase EC:3.2.1.199	13.29166667	42.36309524	5.583333333	4.486111111	12.16666667	9.463888889	2.25	97.01785714	72.53571429	51.57738095	18.86111111	27.08888889	6.794444444	36.94642857
K15923	"AXY8, FUC95A, afcA; alpha-L-fucosidase 2 EC:3.2.1.51"	255.6333333	278.4	216.6333333	336.2027778	295.9583333	350.8194444	173.3357143	99.76666667	245.225	387.3805556	589.1833333	632.8472222	495.8388889	298.8138889
K15924	"xynC; glucuronoarabinoxylan endo-1,4-beta-xylanase EC:3.2.1.136"	0.875	16.6	1	18.625	0.5	4.333333333	9.25	3.975	3	35.13888889	13.70833333	11.26666667	4.666666667	9.558333333
K15926	jadI; cyclase	0	0	0	0	0	0.680952381	0	0	0	1	0.611111111	0.611111111	1	0
K15927	jadF; oxygenase	0	0	0	0	0	0.380952381	0	0	0	0	0.5	0	1	0
K15928	jadH; bifunctional hydroxylase/dehydrase	0	0	0	0	0	0.680952381	0	0	0	1.222222222	0.611111111	0.611111111	1	0.111111111
K15929	jadS; glycosyltransferase EC:2.4.1.-	0	0	0	0	0	0.166666667	0	0	0	0	0	0	0.666666667	0
K15941	"snoaB, dnrG, aknX; deoxynogalonate / 12-deoxyaklanonic acid monooxygenase EC:1.13.12.22 1.13.12.-"	0	0	1.333333333	0.333333333	0	0.666666667	0	0	0.333333333	1.833333333	0.333333333	0	0.777777778	0
K15942	"snoaC, dnrC, dauC, aknG; O-methyltransferase / aklanonic acid methyltransferase EC:2.1.1.- 2.1.1.288"	0	0	1.333333333	0.333333333	0	0.666666667	0	0	0.333333333	1.833333333	0.333333333	0	0.777777778	0
K15943	"snoaL, dnrD, dauD, aknH; nogalonic acid methyl ester cyclase / aklanonic acid methyl ester cyclase EC:5.5.1.26 5.5.1.23"	0	0	1.333333333	0.333333333	0	0.666666667	0	0	0.333333333	1.833333333	0.333333333	0	0.777777778	0
K15944	"snoaF, dnrE, dauE, aknU; nogalaviketone/aklaviketone reductase EC:1.1.1.- 1.1.1.362"	0	0	1.333333333	0.333333333	0	0.666666667	0	0	0.333333333	1.833333333	0.333333333	0	0.777777778	0
K15945	snoaL2; C-1 hydroxylase	0	0	1.333333333	0.333333333	0	0.666666667	0	0	0.333333333	1.833333333	0.333333333	0	0.777777778	0
K15968	tcmI; tetracenomycin F2 cyclase EC:4.2.1.154	0.166666667	0	0	0	0	0	0	0	0	0	0	0	0	0
K15969	tcmH; tetracenomycin F1 monooxygenase EC:1.13.12.21	0.166666667	0	0	0	0	0	0	0	0	0	0	0	0	0
K15970	tcmO; 8-O-methyltransferase	0.166666667	0	0	0	0	0	0	0	0	0	0	0	0	0
K15971	"tcmP, elmP; O-methyltransferase EC:2.1.1.-"	0.166666667	0	0	0	0	0	0	0	0	0	0	0	0	0
K15972	"tcmG, elmG; tetracenomycin A2 monooxygenase-dioxygenase EC:1.14.13.200"	0.166666667	0	0.25	0.5	0	0.75	0.25	0	0.5	0.5	2.083333333	0.166666667	0.5	0.583333333
K15973	"mhqR; MarR family transcriptional regulator, 2-MHQ and catechol-resistance regulon repressor"	38.90927128	43.275	37.83333333	50.90422078	4.583333333	20.08333333	39.10762386	15.83102453	51.94675325	57.66078644	95.76248196	26.59646465	101.4623016	59.05794761
K15974	"emrR, mprA; MarR family transcriptional regulator, negative regulator of the multidrug operon emrRAB"	71.76785714	277.2797619	9.410714286	14.35119048	0.75	8.560714286	11.5	598.5654762	453.1607143	299.9107143	59.26785714	29.87142857	21.44345238	184.3333333
K15975	K15975; glyoxalase family protein	487.8647727	284.5436869	468.9386364	443.9056818	419.3666667	393.7469336	276.7464827	76.75091991	364.9081349	436.1326479	852.1157828	865.8786616	771.6116883	380.2367027
K15976	K15976; putative NAD(P)H nitroreductase EC:1.-.-.-	0	0.1	0	0	0	0.083333333	0.157407407	2.399242424	3	0.083333333	0	0.183333333	0	1.433333333
K15977	K15977; putative oxidoreductase	973.5804654	2092.755231	753.1594156	917.9059704	562.3242063	1035.029185	530.3721441	2157.644499	2321.756872	2311.840873	1582.999116	1388.580556	2025.120599	1948.535184
K15980	ACAD9; acyl-CoA dehydrogenase family member 9 EC:1.3.99.-	0.666666667	0	1.666666667	2.333333333	1.333333333	6.166666667	0	0	2.111111111	1.333333333	3.5	7.444444444	4.666666667	1.333333333
K15981	CYP125A; cholest-4-en-3-one 26-monooxygenase EC:1.14.13.141	7.333333333	16.29166667	6.333333333	10.66666667	10.9047619	52.43095238	4.25	3.333333333	8.416666667	10.02777778	17.93055556	19.47222222	20.19246032	31.63095238
K15982	kshA; 3-ketosteroid 9alpha-monooxygenase subunit A EC:1.14.13.142	12.25	58.3	20.58333333	23.49444444	16.06904762	44.23849206	9.75	7.966666667	39.81587302	49	34.98611111	38.35674603	52.23611111	53.09146825
K15983	kshB; 3-ketosteroid 9alpha-monooxygenase subunit B EC:1.14.13.142	3.083333333	23.49166667	8.083333333	9.366666667	11.73571429	35.71071429	3.25	5.866666667	20.39642857	17.16666667	12.95833333	14.94007937	14.70833333	39.56527778
K15984	rsmJ; 16S rRNA (guanine1516-N2)-methyltransferase EC:2.1.1.242	8.7	11.86785714	1.7	6.666666667	34.71309524	33.50119048	0.125	31.54285714	16.45238095	5.927380952	9.475	33.52261905	3.917261905	70.06011905
K15986	ppaC; manganese-dependent inorganic pyrophosphatase EC:3.6.1.1	10.89393939	4.875396825	5	26.48863636	5.05	18.58333333	19.38961039	6.008946609	21.82157287	19.94686147	27.07766955	28.92106782	28.5297619	10.42475857
K15987	hppA; K(+)-stimulated pyrophosphate-energized sodium pump EC:3.6.1.1	518.9938672	803.4567821	386.9993506	570.9701299	420.4186508	611.0588384	303.7659091	715.9496753	871.5338203	915.6083333	1053.118615	1017.151768	1078.653752	750.2080014
K16011	"algA, xanB, rfbA, wbpW, pslB; mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase EC:2.7.7.13 5.3.1.8"	213.2329726	590.7814214	127.9018759	167.0890693	139.6079365	286.7823593	95.8040404	790.2001443	750.3827201	602.6492063	315.661039	321.4559163	323.3152417	585.0534632
K16012	"cydC; ATP-binding cassette, subfamily C, bacterial CydC"	97.57151876	229.7194444	92.45	151.7467713	56.51666667	105.297619	99.88570827	230.4646645	253.1652237	265.7913059	195.4154582	144.6694805	242.6742063	251.4863276
K16013	"cydD; ATP-binding cassette, subfamily C, bacterial CydD"	97.53679654	229.6777778	90.8875	153.5176046	53.76666667	105.085119	100.3857083	230.9438312	252.4082792	263.2496392	192.0821248	141.8819805	237.653373	249.1321609
K16014	"cydCD; ATP-binding cassette, subfamily C, bacterial CydCD"	12.58611111	60.24166667	12.50416667	44.775	6.179761905	15.13988095	27.64583333	15.99166667	37.34920635	56.14166667	30.21805556	15.25277778	23.89384921	58.32083333
K16015	"rifL, asm44; oxidoreductase EC:1.1.1.-"	1.3	4.5	7.25	2.916666667	1.2	3.616666667	3.116666667	0.5	4.466666667	13.27222222	7.861111111	2.411111111	9.327777778	8.85
K16016	"rifK, asm24, asm43; 3-amino-5-hydroxybenzoate synthase EC:4.2.1.144 2.6.1.-"	1.6	4.5	7.75	2.916666667	1.4	4.816666667	3.316666667	0.5	5.266666667	13.73888889	8.361111111	3.711111111	9.627777778	9.45
K16017	"rifM, asm45; AHBA synthesis associated protein"	1.3	4.5	8.583333333	3.25	1.2	4.283333333	3.116666667	0.5	4.8	15.10555556	8.194444444	2.411111111	10.10555556	8.85
K16018	"rifN, asm22; kanosamine 6-kinase EC:2.7.1.179"	1.3	3.5	5.916666667	2.25	1.2	3.616666667	1.783333333	0.5	3.8	10.43888889	7.027777778	2.411111111	7.994444444	7.85
K16019	"rifH; 3,4-Dideoxy-4-amino-D-arabino-heptulosonate 7-phosphate synthase"	0	0	0.25	0.5	0	0.75	0.25	0	0.5	0.5	1.861111111	0.111111111	0.5	0.5
K16020	"rifG, asm47; 5-deoxy-5-amino-3-dehydroquinate synthase"	2.3	3.5	9.416666667	2.75	1.2	4.616666667	2.283333333	0.5	7.3	11.49444444	7.527777778	2.911111111	8.994444444	8.85
K16021	"rifJ, asm23; 5-deoxy-5-amino-3-dehydroquinate dehydratase"	1.6	3.5	6.416666667	2.25	1.4	4.816666667	1.983333333	0.5	4.6	10.90555556	7.527777778	3.711111111	8.294444444	8.45
K16022	rif19; flavoprotein hydroxylase	0.8	2	4.916666667	1.75	1.2	3.616666667	1.783333333	0.5	2.8	8.744444444	7.027777778	2.411111111	6.244444444	4.6
K16023	rif20; acetyltransferase	0	0	0.25	0.5	0	0.75	0.25	0	0.5	0.5	1.861111111	0.111111111	0.5	0.5
K16024	asm13; methoxymalonate biosynthesis protein	0.85	1.166666667	1.75	0.125	0.9	2.983333333	0.4	0.25	1.85	2.822222222	3.583333333	3.266666667	2.433333333	3.269444444
K16025	asm14; methoxymalonate biosynthesis acyl carrier protein	0.85	1.166666667	1.75	0.125	0.9	2.983333333	0.4	0.25	1.85	2.877777778	3.583333333	3.266666667	2.433333333	3.269444444
K16026	asm15; methoxymalonate biosynthesis protein	0.85	1.166666667	2	0.625	0.9	3.733333333	0.65	0.25	2.35	3.322222222	5.333333333	3.266666667	2.933333333	3.769444444
K16027	asm16; methoxymalonate biosynthesis protein	0.85	1.166666667	2	0.625	0.9	3.733333333	0.65	0.25	2.35	3.322222222	5.333333333	3.266666667	2.933333333	3.769444444
K16028	asm17; O-methyltransferase	0.6	0.666666667	1	0	0.4	2.483333333	0.4	0	1.6	1.322222222	1.333333333	2.766666667	0.766666667	2.144444444
K16029	asmA; ansamitocin polyketide synthase A	0.3	0	0.5	0	0.2	1.2	0.2	0	0.8	0.466666667	0.5	1.3	0.3	0.6
K16030	asmB; ansamitocin polyketide synthase B	0.3	0	0.5	0	0.2	1.2	0.2	0	0.8	0.466666667	0.5	1.3	0.3	0.6
K16031	asmC; ansamitocin polyketide synthase C	0.3	0	0.5	0	0.2	1.2	0.2	0	0.8	0.466666667	0.5	1.3	0.3	0.6
K16032	asmD; ansamitocin polyketide synthase D	0.3	0	0.5	0	0.2	1.2	0.2	0	0.8	0.466666667	0.5	1.3	0.3	0.6
K16033	asm12; FADH2-dependent halogenase	0.3	0	0.5	0	0.2	1.2	0.2	0	0.8	0.466666667	0.5	1.3	0.3	0.85
K16034	asm7; 20-O-methyltransferase	0.3	0	0.5	0	0.2	1.2	0.2	0	0.8	0.466666667	0.5	1.3	0.3	0.6
K16035	asm21; 7-O-carbamoyltransferase EC:2.1.3.-	0.6	0	1	0	0.4	2.4	0.4	0	1.6	0.988888889	1	2.766666667	0.766666667	1.2
K16036	asm19; 3-O-acyltransferase	0.3	0	0.5	0	0.2	1.2	0.2	0	0.8	0.466666667	0.5	1.3	0.3	0.6
K16037	"asm11; 4,5-epoxidase"	0.3	0	0.5	0.5	1.075	4.783333333	0.2	0	1.133333333	0.466666667	0.833333333	3.383333333	1.3	1.004761905
K16038	asm10; N-methyltransferase EC:2.1.1.-	0.3	0	0.5	0	0.2	1.2	0.2	0	0.8	0.466666667	0.5	1.3	0.3	0.6
K16039	asm25; N-glycosyltransferase EC:2.4.1.-	0.383333333	0	0.5	0	1.116666667	3.961904762	0.2	0	1.8	0.688888889	1.166666667	1.966666667	1.744444444	1.683333333
K16043	iolX; scyllo-inositol 2-dehydrogenase (NAD+) EC:1.1.1.370	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0
K16044	iolW; scyllo-inositol 2-dehydrogenase (NADP+) EC:1.1.1.371	8.773484848	4.875	3.755555556	9.149242424	19.4	29.68333333	3.237445887	11.63217893	19.98499278	11.47539683	18.62319625	24.64090909	9.082539683	15.65430403
K16045	hsd; 3beta-hydroxy-Delta5-steroid dehydrogenase / steroid Delta-isomerase EC:1.1.1.145 5.3.3.1	1	5.25	1	0.5	0.5	7.75	0	0	1.5	1	4.166666667	2.5	3.5	4.380952381
K16046	CYP142; cholest-4-en-3-one 26-monooxygenase EC:1.14.13.221	3	6.458333333	1.666666667	0.5	1.75	16.08333333	1.333333333	0	2.833333333	2	7.375	4.083333333	8.625	6.047619048
K16047	"hsaA; 3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione monooxygenase EC:1.14.14.12"	47.06666667	89.59642857	62.40833333	52.43611111	62.13690476	146.1003968	24.41590909	10.55606061	73.2726912	85.78333333	95.73611111	128.6579365	217.3630952	111.1419012
K16048	"hsaB; 3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione monooxygenase reductase component EC:1.5.1.-"	19.71666667	30.11666667	18.14722222	23.45555556	48.55952381	122.8559524	13.3	16.72777778	39.94027778	27.81111111	54.96111111	89.89861111	49.96190476	46.29940476
K16049	"hsaC; 3,4-dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione 4,5-dioxygenase EC:1.13.11.25"	9.416666667	36.325	13	15.89444444	9.569047619	23.73849206	7.75	5.533333333	26.21587302	29.08333333	26.56944444	26.48174603	41.36111111	36.09702381
K16050	"hsaD; 4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase EC:3.7.1.17"	4.666666667	27.3	8.333333333	9.008333333	8.485714286	21.29404762	2.083333333	7.716666667	18.56309524	19.16666667	12.38888889	11.48174603	11.66666667	41.63670635
K16051	tesI; 3-oxo-5alpha-steroid 4-dehydrogenase EC:1.3.99.5	10.58333333	30.95	9.666666667	16.06111111	12.11904762	31.00039683	8.75	5.2	17.89444444	21.08333333	25.98611111	26.8234127	44.90277778	34.12876984
K16052	"ynaI, mscMJ; MscS family membrane protein"	218.6401515	68.41666667	169.7083333	219.3520202	251.8333333	257.7361111	92.17911255	30.04329004	135.8306277	129.1845238	449.6549423	543.3587662	390.7797619	123.5496032
K16053	"ybdG, mscM; miniconductance mechanosensitive channel"	16.09166667	45.92222222	9.477777778	25.61388889	64.66309524	122.0531746	14.48611111	47.93531746	33.42896825	40.21706349	49.76944444	112.6492063	38.0734127	92.1172619
K16055	TPS; trehalose 6-phosphate synthase/phosphatase EC:2.4.1.15 3.1.3.12	29.75	75.91666667	25.63888889	68.33888889	12.55555556	32.75	35.16666667	33.5	70.16666667	123.4166667	90.19444444	74.1875	51.33333333	67.47222222
K16066	ydfG; 3-hydroxy acid dehydrogenase / malonic semialdehyde reductase EC:1.1.1.381 1.1.1.-	49.20039683	176.7412698	37.03015873	50.5484127	15.69484127	29.2718254	23.55555556	65.37579365	121.6698413	147.0503968	61.17619048	42.95059524	71.2968254	124.1892857
K16074	zntB; zinc transporter	161.8514069	471.5742424	86.01046176	142.431241	67.43333333	115.0421717	73.73535354	654.0103896	589.3260823	505.3043651	223.2019481	179.1561328	273.8041486	451.3951046
K16077	scrY; sucrose porin	2.271428571	8.672619048	0.2	0.166666667	2.007142857	2.5	0	13.20714286	9.403571429	2.957142857	2.2	2.121428571	1.792857143	46.1875
K16078	ail; attachment invasion locus protein	0	0	0	0	0	0	0	0	0	0	0	0.142857143	0	0
K16079	omp31; outer membrane immunogenic protein	441.090404	641.7474747	475.9926768	582.7631313	537.975	1279.29798	222.0419192	71.91717172	618.7520202	738.7805556	802.2219697	996.8068182	1906.259596	1065.277677
K16080	mnoP; high affinity Mn2+ porin	55.20378788	82.79924242	62.65530303	74.20227273	63.675	162.6560606	27.20757576	13.10681818	84.97727273	110.3083333	106.2507576	146.2295455	223.7295455	105.6914141
K16081	algE; alginate production protein	4.146428571	8.367857143	0.2	0	1.53452381	2.577380952	0	16.72142857	12.29166667	1.683333333	3.225	1.75952381	1.4	49.6327381
K16087	"TC.FEV.OM3, tbpA, hemR, lbpA, hpuB, bhuR, hugA, hmbR; hemoglobin/transferrin/lactoferrin receptor protein"	288.9079365	817.6587302	104.2063492	187.847619	164.2357143	286.9257937	85.29166667	1544.019048	1242.634524	1003.036508	351.7392857	318.0079365	265.0323413	807.4881746
K16088	"TC.FEV.OM1, fhuE, fpvA, fptA; outer-membrane receptor for ferric coprogen and ferric-rhodotorulic acid"	425.8809524	1331.056349	84.35396825	124.8436508	163.9992063	225.234127	88.84166667	3361.817857	2509.984524	1726.490476	378.5797619	304.2321429	144.7373016	1294.750794
K16089	"TC.FEV.OM2, cirA, cfrA, hmuR; outer membrane receptor for ferrienterochelin and colicins"	355.0400794	465.4904762	211.965873	281.0718254	319.4761905	369.0519841	130.5833333	949.175	809.6912698	663.6734127	628.452381	661.4353175	456.8093254	449.8638889
K16090	fiu; catecholate siderophore receptor	664.8281746	1520.964286	378.2488095	509.084127	397.9055556	536.1880952	253.6277778	2067.328571	1880.501984	1599.809921	986.7480159	896.7019841	877.4706349	1087.827976
K16091	fecA; Fe(3+) dicitrate transport protein	149.340873	528.9896825	40.11111111	57.32222222	49.72698413	81.41428571	39.23055556	1004.174603	784.6309524	602.8757937	162.1638889	94.20198413	65.41388889	351.2565476
K16092	btuB; vitamin B12 transporter	372.3011905	527.9384921	269.2246032	356.556746	427.5115079	560.5730159	156.2472222	500.2079365	569.5428571	540.152381	755.7900794	906.7154762	645.7759921	501.9589286
K16122	tycA; tyrocidine synthetase I	0	0	0	0.125	0	0	0.125	4.75	1.083333333	0	0.375	0.125	0	0
K16124	tycC; tyrocidine synthetase III	0	0	0	0	0	0	0	0	0.083333333	0	0	0	0	0
K16125	syrE; syringomycin synthetase protein SyrE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2
K16126	syrB1; Syringomycin synthetase protein SyrB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283333333
K16135	"dmlR; LysR family transcriptional regulator, transcriptional activator for dmlA"	47.29444444	199.1242063	14.125	26.88333333	4.541269841	8.70952381	15.75833333	237.5583333	210.690873	165.3194444	29.19722222	20.44285714	20.55198413	97.875
K16136	"malI; LacI family transcriptional regulator, maltose regulon regulatory protein"	0	2.583333333	0	0	1.05	0.375	0	0.583333333	0.726190476	2.095238095	0	0.821428571	0.392857143	1.154761905
K16137	"nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon"	530.6760642	1504.90368	296.8484488	491.7166486	274.3944444	625.0042929	254.4453283	2140.573972	1926.835065	1745.558369	835.857233	635.5969697	866.9064935	1356.568268
K16138	"uidR; TetR/AcrR family transcriptional regulator, repressor for uid operon"	0	0	0	0	0	0.111111111	0	0	0.111111111	0	0.111111111	2.111111111	0	0.222222222
K16139	"uidB, gusB; glucuronide carrier protein"	12.55	36.03333333	11.55	43.06666667	1.5	9.5	13.55	19.45	38.1	41.03333333	25.93333333	21.51666667	15.36666667	32.51666667
K16140	"uidC, gusC; putative glucuronide porin"	0	0.047619048	0	0	0	0	0	0	0.142857143	0	0	0	0	0
K16146	pep2; maltokinase EC:2.7.1.175	13.90416667	56.375	23.45833333	45.79861111	12.27142857	32.54166667	18.55416667	12.47916667	34.69583333	49.24444444	36.22916667	34.02916667	32.29801587	70.79047619
K16147	glgE; starch synthase (maltosyl-transferring) EC:2.4.99.16	119.4641053	306.5246392	121.3914141	199.9106061	69.60039683	173.693759	90.68813131	97.91991342	235.7167569	310.2166667	230.0479798	188.1708153	286.5823232	350.1499459
K16148	glgM; alpha-maltose-1-phosphate synthase EC:2.4.1.342	27.55833333	111.8333333	41.48333333	86.22777778	12.61666667	40.45	36.08333333	32.5	72.35416667	111.975	66.07222222	31.99027778	59.02777778	112.5480159
K16149	"K16149; 1,4-alpha-glucan branching enzyme EC:2.4.1.18"	19.88333333	15.75	17.68055556	21.98611111	11.33888889	40.11666667	24.20595238	3.736111111	35.75138889	29.16111111	54.25396825	41.03611111	48.05	26.72301587
K16150	K16150; glycogen synthase EC:2.4.1.11	35.73055556	40.75	43.19166667	51.56111111	26.31666667	58.46666667	64.45833333	4.541666667	41.20972222	56.71666667	97.24722222	65.7375	157.2722222	69.38134921
K16152	hasR; heme acquisition protein HasR	0	0.4	0	1.5	17.07142857	24.07142857	0	2.616666667	0.6	0.166666667	1.333333333	16.14285714	0	9.6
K16157	mmoX; methane monooxygenase component A alpha chain EC:1.14.13.25	0.5	3.25	0.75	2.333333333	1.875	2	0.583333333	1	0.5	2	0.666666667	1.875	2.25	6.25
K16158	mmoY; methane monooxygenase component A beta chain EC:1.14.13.25	0.5	3.25	0.75	2.333333333	1.875	2	0.583333333	1	0.5	2	0.666666667	1.875	2.25	6.25
K16159	mmoZ; methane monooxygenase component A gamma chain EC:1.14.13.25	0	0	0	0.5	0.125	0.5	0.25	0	0	1.5	0	0.125	0	0.25
