otu name	Taxonomy	Percent Homology	evalue	bitscore	homology extract gibbsfree_otu/gibbsfree_homolog	total length gibbsfree_otu/otu_lenth/gibbsfree_homolog/homolog_length	SoilDNA1	SoilDNA2	SoilDNA3	SoilDNA4
OTU_5833	uncultured fibrobacter sp. ;k__bacteria;p__fibrobacteres;c__fibrobacteria;o__fibrobacterales;f__fibrobacteraceae;g__fibrobacter;s__fibrobacter spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	96.2075848303393	0	810.999			0	1	3	0
OTU_5834	blastocatella fastidiosa ;k__bacteria;p__acidobacteria;c__blastocatellia;o__blastocatellales;f__blastocatellaceae;g__blastocatella;s__blastocatella fastidiosa;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	93.0041152263374	0	724.437			0	1	0	4
OTU_5835	uncultured alistipes sp. ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__rikenellaceae;g__alistipes;s__alistipes spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	86.3117870722433	2.90615e-172	609.022			0	0	0	5
OTU_5836	flavobacterium sp. wb2.1_83 ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	97.4	0	843.46			26	5	5	0
OTU_5837	uncultured sphingobacterium sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__sphingobacteriaceae;g__sphingobacterium;s__sphingobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	90.5222437137331	0	697.387			0	3	0	0
OTU_5838	uncultured sphaerobacter sp. ;k__bacteria;p__chloroflexi;c__thermomicrobia;o__sphaerobacterales;f__sphaerobacteraceae;g__sphaerobacter;s__sphaerobacter spp.;superkingdom__bacteria;subclass  sphaerobacteridae;suborder__sphaerobacterineae	97.808764940239	0	856.083			0	1	5	1
OTU_5839	uncultured steroidobacter sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__sinobacteraceae;g__steroidobacter;s__steroidobacter spp.;superkingdom__bacteria	95.6106870229008	0	841.656			0	0	9	0
OTU_5840	uncultured sphingobacterium sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__sphingobacteriaceae;g__sphingobacterium;s__sphingobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.015873015873	0	865.1			0	1	0	6
OTU_5841	uncultured devosia sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__hyphomicrobiaceae;g__devosia;s__devosia spp.;superkingdom__bacteria	99.1341991341991	0	816.409			2	1	9	2
OTU_5842	mycobacterium rhodesiae ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__mycobacteriaceae;g__mycobacterium;s__mycobacterium rhodesiae;superkingdom__bacteria;subclass  actinobacteridae;suborder__corynebacterineae	99.1951710261569	0	879.527			0	3	0	1
OTU_5843	uncultured bellilinea sp. ;k__bacteria;p__chloroflexi;c__anaerolineae;o__anaerolineales;f__anaerolineaceae;g__bellilinea;s__bellilinea spp.;superkingdom__bacteria	91.304347826087	0	713.617			0	1	0	5
OTU_5844	ralstonia sp. t6 ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiaceae;g__ralstonia;s__ralstonia sp.;superkingdom__bacteria	99.4230769230769	0	924.611			0	0	0	4
OTU_5845	uncultured ohtaekwangia sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__ohtaekwangia;s__ohtaekwangia spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	90.3807615230461	0	677.55			0	0	7	0
OTU_5846	uncultured devosia sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__hyphomicrobiaceae;g__devosia;s__devosia spp.;superkingdom__bacteria	98.7234042553192	0	821.819			0	6	7	1
OTU_5847	woodsholea maritima ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__caulobacterales;f__caulobacteraceae;g__woodsholea;s__woodsholea maritima;superkingdom__bacteria	97.2340425531915	0	789.358			0	0	3	0
OTU_5848	x56305.1 gemmata obscuriglobus str. uqm 2246  ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__gemmata;s__gemmata obscuriglobus;superkingdom__bacteria	93.3471933471934	0	710.01			0	1	0	4
OTU_5849	chondrus crispus ;k__eukaryota;p__eukaryota;c__florideophyceae;o__gigartinales;f__gigartinaceae;g__chondrus;s__chondrus crispus;superkingdom__eukaryota	72.1153846153846	3.00023e-20	104.078			0	0	3	0
OTU_5850	sphingobacteria bacterium ryg ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagales;g__chryseolinea;s__sphingobacteria bacterium;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	92.7875243664717	0	751.488			0	0	3	0
OTU_5851	uncultured flavobacterium sp. ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	87.5243664717349	7.48053e-180	634.269			0	1	1	1
OTU_5852	flavobacterium rivuli ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium rivuli;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	97.0472440944882	0	848.87			4	0	0	0
OTU_5853	eu805339.1 it's all ranking aquatic 250 miles panama city clone 6c233343  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__xanthomonadaceae;g__stenotrophomonas;s__stenotrophomonas acidaminiphila;superkingdom__bacteria	100	0.277613	40.9604			0	0	5	0
OTU_5854	uncultured ferruginibacter sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__ferruginibacter;s__ferruginibacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	97.1590909090909	0	884.937			0	5	2	1
OTU_5855	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	97.2222222222222	0	847.066			0	8	1	0
OTU_5856	uncultured flavisolibacter sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__flavisolibacter;s__flavisolibacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	95.2561669829222	0	838.049			0	0	0	4
OTU_5857	uncultured pseudomonas sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas spp.;superkingdom__bacteria	90.0952380952381	0	710.01			0	1	1	1
OTU_5858	flavobacterium rivuli ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium rivuli;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	96.6535433070866	0	839.853			5	0	0	0
OTU_5859	dq297928.1 bacillus coagulans str. atcc 7050  ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillaceae;g__bacillus;s__bacillus coagulans;superkingdom__bacteria	99.2424242424242	0	939.038			13	0	0	1
OTU_5860	flavobacterium sp. wb2.2_13 ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.8188976377953	0	890.347			3	0	0	0
OTU_5861	ab196253.1 sphingomonas sp. str. ic145  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__sphingomonas;s__sphingomonas wittichii;superkingdom__bacteria	98.2494529540481	0	789.358			6	0	0	1
OTU_5862	uncultured mycobacterium sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__mycobacteriaceae;g__mycobacterium;s__mycobacterium spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__corynebacterineae	98.4031936127745	0	865.1			0	2	2	1
OTU_5863	uncultured rhodoplanes sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__hyphomicrobiaceae;g__rhodoplanes;s__rhodoplanes spp.;superkingdom__bacteria	98.2978723404255	0	812.802			0	2	1	0
OTU_5864	uncultured rhodomicrobium sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__hyphomicrobiaceae;g__rhodomicrobium;s__rhodomicrobium spp.;superkingdom__bacteria	95.1063829787234	0	744.274			0	2	0	1
OTU_5865	uncultured desulfococcus sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfobacterales;f__desulfobacteraceae;g__desulfococcus;s__desulfococcus spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	99.7995991983968	0	895.757			52	0	0	0
OTU_5866	uncultured flavobacterium sp. ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	88.2917466410749	0	657.713			0	3	0	1
OTU_5867	uncultured burkholderia sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiaceae;g__burkholderia;s__burkholderia spp.;superkingdom__bacteria	96.1759082217973	0	854.28			0	1	0	4
OTU_5868	phytophthora infestans ;k__eukaryota;p__eukaryota;c__eukaryota;o__oomycetes;f__peronosporales;g__phytophthora;s__phytophthora infestans;superkingdom__eukaryota	68.8524590163934	3.33879e-38	163.589			0	0	6	0
OTU_5869	uncultured flavobacterium sp. ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	97.3025048169557	0	874.117			3	0	0	0
OTU_5870	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	96.484375	0	836.246			0	4	0	0
OTU_5871	uncultured solirubrobacter sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__solirubrobacterales;f__solirubrobacteraceae;g__solirubrobacter;s__solirubrobacter spp.;superkingdom__bacteria;subclass  rubrobacteridae	93.9962476547842	0	818.212			0	0	6	3
OTU_5872	uncultured haliscomenobacter sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__saprospiraceae;g__haliscomenobacter;s__haliscomenobacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	85.9615384615385	1.87235e-168	596.398			0	0	3	0
OTU_5873	l35509.1 nitrosospira multiformis  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__nitrosomonadales;f__nitrosomonadaceae;g__nitrosospira;s__nitrosospira multiformis;superkingdom__bacteria	90.8745247148289	0	719.027			0	3	0	0
OTU_5874	uncultured arenimonas sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__xanthomonadaceae;g__arenimonas;s__arenimonas spp.;superkingdom__bacteria	97.5517890772128	0	892.15			0	7	0	6
OTU_5875	uncultured herbaspirillum sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__oxalobacteraceae;g__herbaspirillum;s__herbaspirillum spp.;superkingdom__bacteria	97.8927203065134	0	886.74			0	2	0	3
OTU_5876	uncultured sphingobacterium sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__sphingobacteriaceae;g__sphingobacterium;s__sphingobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	88.0998080614203	0	657.713			0	0	0	6
OTU_5877	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	92	0	643.286			5	0	0	0
OTU_5878	uncultured pelotomaculum sp. ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__peptococcaceae;g__pelotomaculum;s__pelotomaculum spp.;superkingdom__bacteria	85.0828729281768	1.70805e-111	407.044			0	0	3	0
OTU_5879	rhizobacter fulvus ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiales;g__rhizobacter;s__rhizobacter fulvus;superkingdom__bacteria	98.4615384615385	0	902.971			0	0	1	8
OTU_5880	variovorax sp. s24561 ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__comamonadaceae;g__variovorax;s__variovorax sp.;superkingdom__bacteria	98.0769230769231	0	893.954			0	3	0	2
OTU_5881	ab240336.1 microbial structure phragmites rhizosphere biofilm reed bed reactor laboratory clone rb319  ;k__bacteria;p__spirochaetes;c__spirochaetia;o__spirochaetales;f__spirochaetaceae;g__spirochaeta;s__spirochaeta aurantia;superkingdom__bacteria	93.7618147448015	0	796.572			0	0	5	0
OTU_5882	uncultured variovorax sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__comamonadaceae;g__variovorax;s__variovorax spp.;superkingdom__bacteria	96.9407265774379	0	872.313			0	2	0	1
OTU_5883	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	94.4337811900192	0	794.769			0	0	0	5
OTU_5884	uncultured prosthecobacter sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobiaceae;g__prosthecobacter;s__prosthecobacter spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	95.8333333333333	0	854.28			0	3	0	0
OTU_5885	uncultured blastopirellula sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__blastopirellula;s__blastopirellula spp.;superkingdom__bacteria	87.1541501976285	1.92128e-174	616.235			0	0	0	3
OTU_5886	candidatus saccharimonas aalborgensis ;k__bacteria;p__candidatus saccharibacteria;c__candidatus saccharibacteria;o__candidatus saccharibacteria;f__candidatus saccharibacteria;g__candidatus saccharimonas;s__candidatus saccharimonas aalborgensis;superkingdom__bacteria	81.3868613138686	6.96982e-149	531.477			0	4	0	0
OTU_5887	uncultured conexibacter sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__solirubrobacterales;f__conexibacteraceae;g__conexibacter;s__conexibacter spp.;superkingdom__bacteria;subclass  rubrobacteridae	95.8412098298677	0	856.083			0	2	0	1
OTU_5888	uncultured niastella sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__niastella;s__niastella spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	96.9639468690702	0	879.527			0	3	3	0
OTU_5889	uncultured ideonella sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiales;g__ideonella;s__ideonella spp.;superkingdom__bacteria	99.4152046783626	0	911.988			0	3	0	5
OTU_5890	uncultured chondromyces sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__polyangiaceae;g__chondromyces;s__chondromyces spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__sorangiineae	90.7578558225508	0	737.061			0	1	0	5
OTU_5891	uncultured candidatus koribacter sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__candidatus koribacter;s__uncultured candidatus koribacter sp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	88.2352941176471	0	668.533			0	0	5	0
OTU_5892	uncultured pedosphaera sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobia subdivision 3;g__pedosphaera;s__pedosphaera spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	90.7749077490775	0	753.291			0	0	1	2
OTU_5893	uncultured pedosphaera sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobia subdivision 3;g__pedosphaera;s__pedosphaera spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	94.8717948717949	0	845.263			0	1	0	4
OTU_5894	uncultured gemmata sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__gemmata;s__gemmata spp.;superkingdom__bacteria	90.6832298136646	0	666.729			1	1	0	3
OTU_5895	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	92.9236499068901	0	791.162			0	0	0	4
OTU_5896	uncultured ferrovum sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__ferrovales;f__ferrovaceae;g__ferrovum;s__ferrovum spp.;superkingdom__bacteria	91.7624521072797	0	747.881			0	4	0	0
OTU_5897	uncultured burkholderia sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiaceae;g__burkholderia;s__burkholderia spp.;superkingdom__bacteria	97.7055449330784	0	879.527			0	4	0	10
OTU_5898	uncultured flavobacterium sp. ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	96.5250965250965	0	847.066			3	0	0	0
OTU_5899	uncultured burkholderia sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiaceae;g__burkholderia;s__burkholderia spp.;superkingdom__bacteria	97.8967495219885	0	893.954			0	1	3	2
OTU_5900	pigmentiphaga sp. r_4 ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__alcaligenaceae;g__pigmentiphaga;s__pigmentiphaga sp.;superkingdom__bacteria	97.9007633587786	0	892.15			9	0	1	0
OTU_5901	leptothrix sp. s1.1 ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiales;g__leptothrix;s__leptothrix sp.;superkingdom__bacteria	98.2725527831094	0	899.364			0	3	1	4
OTU_5902	uncultured marmoricola sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__nocardioidaceae;g__marmoricola;s__marmoricola spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__propionibacterineae	98.6111111111111	0	877.724			0	0	0	4
OTU_5903	uncultured lentisphaera sp. ;k__bacteria;p__lentisphaerae;c__lentisphaeria;o__lentisphaerales;f__lentisphaeraceae;g__lentisphaera;s__lentisphaera spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	94.6428571428571	0	782.145			0	3	0	0
OTU_5904	piscinibacter sp. b15.09_53 ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiales;g__piscinibacter;s__piscinibacter sp.;superkingdom__bacteria	97.4854932301741	0	874.117			0	4	0	1
OTU_5905	prevotella sp. naip5g ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__prevotellaceae;g__prevotella;s__prevotella sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.2758620689655	0	798.375			5	0	0	0
OTU_5906	uncultured kofleria sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__kofleriaceae;g__kofleria;s__kofleria spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__nannocystineae	95.8955223880597	0	868.707			0	0	3	0
OTU_5907	uncultured polyangium sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__polyangiaceae;g__polyangium;s__polyangium spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__sorangiineae	89.1588785046729	0	717.224			5	0	0	0
OTU_5908	caulobacter sp. w15 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__caulobacterales;f__caulobacteraceae;g__caulobacter;s__caulobacter sp.;superkingdom__bacteria	98.9406779661017	0	829.033			1	4	1	5
OTU_5909	am231587.1 roseomonas aquatica str. tr53  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__acetobacteraceae;g__roseomonas;s__roseomonas aquatica;superkingdom__bacteria	99.3464052287582	0	814.606			0	2	0	1
OTU_5910	uncultured devosia sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__hyphomicrobiaceae;g__devosia;s__devosia spp.;superkingdom__bacteria	97.4468085106383	0	794.769			1	0	5	3
OTU_5911	uncultured pseudomonas sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas spp.;superkingdom__bacteria	91.1764705882353	0	706.404			0	0	6	0
OTU_5912	micromonospora sp. cns326 pl04 ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micromonosporaceae;g__micromonospora;s__micromonospora sp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__micromonosporineae	96.4143426294821	0	818.212			0	0	0	8
OTU_5913	chondromyces apiculatus ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__polyangiaceae;g__chondromyces;s__chondromyces apiculatus;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__sorangiineae	91.3123844731978	0	749.684			0	3	0	0
OTU_5914	uncultured verrucomicrobium sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobiaceae;g__verrucomicrobium;s__verrucomicrobium spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	97.609561752988	0	852.476			1	2	0	2
OTU_5915	uncultured bdellovibrio sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__bdellovibrionales;f__bdellovibrionaceae;g__bdellovibrio;s__bdellovibrio spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	86.6799204771372	4.25897e-170	601.808			0	1	3	0
OTU_5916	ohtaekwangia koreensis ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__ohtaekwangia;s__ohtaekwangia koreensis;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	92.8286852589641	0	740.668			0	1	0	2
OTU_5917	ochrobactrum haematophilum ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__brucellaceae;g__ochrobactrum;s__ochrobactrum haematophilum;superkingdom__bacteria	97.4468085106383	0	794.769			2	0	0	1
OTU_5918	azotobacter chroococcum ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__azotobacter;s__azotobacter chroococcum;superkingdom__bacteria;subfamily__azotobacter group	99.4174757281553	0	915.594			4	0	0	0
OTU_5919	uncultured sphingobacterium sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__sphingobacteriaceae;g__sphingobacterium;s__sphingobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	96.3320463320463	0	845.263			0	4	0	1
OTU_5920	uncultured bacteriovorax sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__bdellovibrionales;f__bacteriovoracaceae;g__bacteriovorax;s__bacteriovorax spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	95.910780669145	0	865.1			4	0	0	1
OTU_5921	uncultured rhizobium sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__rhizobiaceae;g__rhizobium;s__rhizobium spp.;superkingdom__bacteria	89.2988929889299	0	715.42			0	6	0	0
OTU_5922	abvl01000001.1 chthoniobacter flavus str. ellin428  ;k__bacteria;p__verrucomicrobia;c__spartobacteria;o__spartobacteria;f__spartobacteria;g__chthoniobacter;s__chthoniobacter flavus;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	93.3209647495362	0	803.785			0	1	0	2
OTU_5923	uncultured rhizobacter sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiales;g__rhizobacter;s__rhizobacter spp.;superkingdom__bacteria	98.0879541108987	0	899.364			0	2	1	26
OTU_5924	ab362706.1 bacillus coagulans str. nric 1526  ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillaceae;g__bacillus;s__bacillus coagulans;superkingdom__bacteria	94.4237918215613	0	836.246			5	0	1	0
OTU_5925	abvl01000001.1 chthoniobacter flavus str. ellin428  ;k__bacteria;p__verrucomicrobia;c__spartobacteria;o__spartobacteria;f__spartobacteria;g__chthoniobacter;s__chthoniobacter flavus;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	92.7509293680297	0	794.769			0	0	1	2
OTU_5926	bacillus sp. tp_84 ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillaceae;g__bacillus;s__bacillus sp.;superkingdom__bacteria	99.0654205607477	0	942.645			0	0	1	6
OTU_5927	uncultured desulfomonile sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__syntrophobacterales;f__syntrophaceae;g__desulfomonile;s__desulfomonile spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	98.6899563318777	0	800.179			0	0	2	1
OTU_5928	acidovorax wohlfahrtii ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__comamonadaceae;g__acidovorax;s__acidovorax wohlfahrtii;superkingdom__bacteria	99.232245681382	0	922.808			97	5	0	1
OTU_5929	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	92.7875243664717	0	751.488			0	1	0	4
OTU_5930	uncultured anaeromyxobacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__anaeromyxobacteraceae;g__anaeromyxobacter;s__anaeromyxobacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__cystobacterineae	97.1098265895954	0	868.707			0	1	0	4
OTU_5931	ab476678.1 ssu sequences prokaryotes inside emergency gotthard road tunnel switzerland sulfur containing freshwater source clone b11_29_gomy  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__rhodocyclales;f__rhodocyclaceae;g__methyloversatilis;s__methyloversatilis spp.;superkingdom__bacteria	93.4740882917466	0	787.555			0	1	0	3
OTU_5932	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	91.8063314711359	0	771.325			0	2	0	2
OTU_5933	uncultured ramlibacter sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__comamonadaceae;g__ramlibacter;s__ramlibacter spp.;superkingdom__bacteria	96.7495219885277	0	866.903			2	2	0	0
